no,predator,predator_verbatim,predator_rank,predator_taxon,predator_age,predator_sex,predator_count,predator_mass,predator_svl,predator_tl,predator_voucher,prey,prey_verbatim,prey_rank,prey_taxon,prey_age,prey_sex,prey_count,prey_mass,prey_tl,prey_ingested,prey_voucher,locality_adm0_name,locality_adm1_name,locality_adm2_name,locality_misc,locality_longitude,locality_latitude,event_basis,event_setting,event_date,event_start,event_end,event_outcome,event_habitat,event_habitat_verbatim,event_remark,reference,prey_traditional,prey_phylo1,prey_phylo2,prey_functional1,prey_functional2,prey_type,radiation
9896,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,1,NA,NA,NA,0ac5a02a3da5542cb6ff8f543c2a68e0,Amphibolurus_muricatus,Amphibolurus muricatus,species,Amphibolurus_muricatus;Amphibolurus;Agamidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Iguania,Agamidae,scaly,fossorial,3,australo_papuan
9906,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,aaed559e54f5483f6edd1ef91b3735f0,Antechinus,Antechinus,genus,Antechinus;Dasyuridae;Dasyuromorphia;Mammalia;Chordata;Animalia,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,mammals,Dasyuromorphia,Marsupialia,hairy-bulky,terrestrial,3,australo_papuan
9892,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,1,NA,NA,NA,a8619606a5d3aed0f84933e5fb6e8c1b,Anura,Frog,order,Anura;Amphibia;Chordata;Animalia,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,amphibians,Anura,Anura,slippery,terrestrial,4,australo_papuan
9904,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,8735909907db3c857cd4d2a094808df3,Aves,Bird,class,Aves;Chordata;Animalia,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,birds,Aves,Aves,winged-feathered,terrestrial,4,australo_papuan
9898,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,12d719d0f507f367a7c64404e4bf40bd,Cryptoblepharus_plagiocephalus,Cryptoblepharus plagiocephalus,species,Cryptoblepharus_plagiocephalus;Cryptoblepharus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9900,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,2e963ebe03e35596c163a5b974269080,Ctenotus_robustus,Ctenotus robustus,species,Ctenotus_robustus;Ctenotus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9899,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,e3ba2a70d95529ed6fb3bf5cda6d33f7,Ctenotus_taeniolatus,Ctenotus taeniolatus,species,Ctenotus_taeniolatus;Ctenotus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9901,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,904cdff56e0e803472b7aa2f68050c4d,Eulamprus_quoyii,Sphenomorphus quoyi,species,Eulamprus_quoyii;Eulamprus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9903,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,84faab89e06f16b6fc873b04072ace06,Intellagama_lesueurii,Physignathus lesueuri,species,Intellagama_lesueurii;Intellagama;Agamidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Iguania,Agamidae,scaly,terrestrial,3,australo_papuan
9894,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,1,NA,NA,NA,f62288ba1ea853f35a1d74d2c603044c,Lampropholis,Lampropholis,genus,Lampropholis;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9902,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,7cafc97d56c8c581321ec4588dc9e5d5,Lophognathus_gilberti,Lophognathus gilberti,species,Lophognathus_gilberti;Lophognathus;Agamidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Iguania,Agamidae,scaly,terrestrial,3,australo_papuan
9905,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,df4a00ea45a80d6d514cedff36d39c7d,Mammalia,Mammal,class,Mammalia;Chordata;Animalia,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,mammals,Mammalia,Mammalia,hairy-bulky,terrestrial,3,australo_papuan
9908,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,e7080972dcf10bcae93b1bce60861e39,Mammalia,Mammalian but not Mus,class,Mammalia;Chordata;Animalia,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,mammals,Mammalia,Mammalia,hairy-bulky,terrestrial,3,australo_papuan
9907,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,7e3f8cc7f677c8872549031f93fe2a94,Mus_musculus,Mus (Mus) musculus,species,Mus_musculus;Mus;Muridae;Muroidea;Rodentia;Mammalia;Chordata;Animalia,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,mammals,Rodentia,Muroidea,hairy-bulky,terrestrial,3,australo_papuan
9893,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,1,NA,NA,NA,f3109ee1dce5696ff293c2fbe0d474d5,Scincidae,Skink,family,Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9895,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,1,NA,NA,NA,7e0c4f5f0e7ad447a0e8e04f53a0809d,Scincidae,Leolopisma,family,Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9897,Acanthophis_antarcticus,Acanthophis antarcticus,species,Acanthophis_antarcticus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,1,NA,NA,NA,3ebdbfe035bb2d8f6de52d27212009b7,Squamata,Lizard,order,Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Ecology of the Australian Death Adder Acanthophis antarcticus (Elapidae): Evidence for Convergence with the Viperidae. 1980. Journal of Herpetology 36(4): 281-289,lizards,Squamata,Squamata,scaly,terrestrial,3,australo_papuan
9911,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,30,NA,NA,NA,ec1951c41ca8d578c451a58aa459d1d2,Anura,Frogs,order,Anura;Amphibia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,amphibians,Anura,Anura,slippery,terrestrial,4,australo_papuan
9917,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,17,NA,NA,NA,fe471521c6ff0b6a4dcb3a7f03147d0d,Anura,Frogs,order,Anura;Amphibia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,amphibians,Anura,Anura,slippery,terrestrial,4,australo_papuan
9914,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,1,NA,NA,NA,214ce8867c6741f3d96ae84a37a2dcee,Aves,Bird,class,Aves;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,birds,Aves,Aves,winged-feathered,terrestrial,4,australo_papuan
9909,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,28,NA,NA,NA,d7f95703ce17431a7864905effc52b61,Carlia_gracilis,Carlia gracilis,species,Carlia_gracilis;Carlia;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9915,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,2,NA,NA,NA,47e28233def402e0379b8db431f6d885,Carlia_gracilis,Carlia gracilis,species,Carlia_gracilis;Carlia;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9910,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,5,NA,NA,NA,c02309999c478365232a6fbf9c9a4dde,Eremiascincus_douglasi,Glaphyromorphus douglasi,species,Eremiascincus_douglasi;Eremiascincus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,lizards,Scincomorpha,Scincidae,scaly,fossorial,3,australo_papuan
9916,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,2,NA,NA,NA,396d2eb53bed69e8d3130253bec066f3,Eremiascincus_douglasi,Glaphyromorphus douglasi,species,Eremiascincus_douglasi;Eremiascincus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,lizards,Scincomorpha,Scincidae,scaly,fossorial,3,australo_papuan
9912,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,3,NA,NA,NA,61f76474e68e565c01fc28cffc29befd,Melomys_burtoni,Melomys burtoni,species,Melomys_burtoni;Melomys;Muridae;Muroidea;Rodentia;Mammalia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,mammals,Rodentia,Muroidea,hairy-bulky,terrestrial,3,australo_papuan
9918,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,9,NA,NA,NA,027ee660c312ae8c3a5a49681725c446,Melomys_burtoni,Melomys burtoni,species,Melomys_burtoni;Melomys;Muridae;Muroidea;Rodentia;Mammalia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,mammals,Rodentia,Muroidea,hairy-bulky,terrestrial,3,australo_papuan
9913,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,juvenile,NA,10,NA,NA,NA,9733a39dfc7741bd34cc31c0ee73b025,Planigale_maculata,Planigale maculata,species,Planigale_maculata;Planigale;Dasyuridae;Dasyuromorphia;Mammalia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,mammals,Dasyuromorphia,Marsupialia,hairy-bulky,terrestrial,3,australo_papuan
9919,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,6,NA,NA,NA,5d7766e4b71a38c9a73c03d5dac09368,Planigale_maculata,Planigale maculata,species,Planigale_maculata;Planigale;Dasyuridae;Dasyuromorphia;Mammalia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,mammals,Dasyuromorphia,Marsupialia,hairy-bulky,terrestrial,3,australo_papuan
9920,Acanthophis_praelongus,Acanthophis praelongus,species,Acanthophis_praelongus;Acanthophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,adult,NA,8,NA,NA,NA,ebdc885ed77e10b2d5e57b6ef9e61dec,Rattus_colletti,Rattus colletti,species,Rattus_colletti;Rattus;Muridae;Muroidea;Rodentia;Mammalia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Northern Territory,NA,"Adelaide River floodplain, 70 km east of Darwin",131.490077,-12.460759,observed_in_scat,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Does intraspecific niche partitioning in a native predator influence its response to an invasion by a toxic prey species? 2005. Austral Ecology 30(2): 201-209,mammals,Rodentia,Muroidea,hairy-bulky,terrestrial,3,australo_papuan
NA,Aipysurus_apraefrontalis,Aipysurus apraefrontalis,species,Aipysurus_apraefrontalis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Actinopterygii,Perch-like,order,Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,direct_observation,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,Trophic specialization drives morphological evolution in sea snakes,fish,Actinopterygii,Actinopterygii,slippery,aquatic,4,sea_snakes
NA,Aipysurus_apraefrontalis,Aipysurus apraefrontalis,species,Aipysurus_apraefrontalis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Anguilliformes,small eel,order,Anguilliformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Monograph of the sea-snakes (Hydrophiidae), London: Order of the Trustees of the British Museum.",fish,Anguilliformes,Anguilliformes,elongate-slippery,marine,2,sea_snakes
NA,Aipysurus_apraefrontalis,Aipysurus apraefrontalis,species,Aipysurus_apraefrontalis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,380,NA,"BMNH 1926,5.28.22",Anguilliformes,Apodes eel,order,Anguilliformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Anguilliformes,Anguilliformes,elongate-slippery,marine,2,sea_snakes
NA,Aipysurus_apraefrontalis,Aipysurus apraefrontalis,species,Aipysurus_apraefrontalis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,610,NA,AMNH 43355,Anguilliformes,Apodes eel,order,Anguilliformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Anguilliformes,Anguilliformes,elongate-slippery,marine,2,sea_snakes
NA,Aipysurus_duboisii,Aipysurus duboisii,species,Aipysurus_duboisii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,1090,NA,NA,Acanthocepola_abbreviata,Acanthocepola abbreviata,species,Acanthocepola_abbreviata;Acanthocepola;Cepolidae;Perciformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The reproductive biology and diet of sea snake bycatch of prawn trawling in northern Australia: characteristics important for assessing the impacts on populations. Pacific Conservation Biology 7(1),  55-73.",fish,Perciformes,Cepolidae,slippery,aquatic,3,sea_snakes
NA,Aipysurus_duboisii,Aipysurus duboisii,species,Aipysurus_duboisii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Acanthuridae,Acanthuridae,family,Acanthuridae;Perciformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",fish,Perciformes,Acanthuridae,slippery,aquatic,4,sea_snakes
NA,Aipysurus_duboisii,Aipysurus duboisii,species,Aipysurus_duboisii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Blenniidae,Blenniidae,family,Blenniidae;Blenniiformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",fish,Blenniiformes,Blenniidae,slippery,marine,3,sea_snakes
NA,Aipysurus_duboisii,Aipysurus duboisii,species,Aipysurus_duboisii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Labridae,Labridae,family,Labridae;Labriformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",fish,Labriformes,Labridae,slippery,marine,4,sea_snakes
