no,predator,predator_verbatim,predator_rank,predator_taxon,predator_age,predator_sex,predator_count,predator_mass,predator_svl,predator_tl,predator_voucher,prey,prey_verbatim,prey_rank,prey_taxon,prey_age,prey_sex,prey_count,prey_mass,prey_tl,prey_ingested,prey_voucher,locality_adm0_name,locality_adm1_name,locality_adm2_name,locality_misc,locality_longitude,locality_latitude,event_basis,event_setting,event_date,event_start,event_end,event_outcome,event_habitat,event_habitat_verbatim,event_remark,reference,prey_traditional,prey_phylo1,prey_phylo2,prey_functional1,prey_functional2,prey_type,radiation
9945,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,4db7945d72f03440548365664bd50a78,Agamidae,Agamidae,family,Agamidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Iguania,Agamidae,scaly,terrestrial,3,australo_papuan
9933,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,33ccf2303c64c020de46b7990424f743,Anura,Frog,order,Anura;Amphibia;Chordata;Animalia,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Anura,slippery,terrestrial,4,australo_papuan
9988,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,c1cbfc49ea7502490c7bca5a395c85dc,Aves,Birds,class,Aves;Chordata;Animalia,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,birds,Aves,Aves,winged-feathered,terrestrial,4,australo_papuan
9990,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,224d301a617d4239968e7521e4cde423,bird_eggs,Bird eggs,class,Aves;Chordata;Animalia,egg,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,bird_eggs,Galliformes,Phasianidae,amniote-eggs,arboreal,4,australo_papuan
9975,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,e407bcd8cf492b9a9953b7532fcc9013,Boiga_irregularis,Boiga irregularis,species,Boiga_irregularis;Boiga;Colubridae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,snakes,Serpentes,Colubriformes,elongate-scaly,arboreal,2,australo_papuan
9985,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,c4bf9a7648de94526d0c1a8fd76bcb4e,Brachyurophis_semifasciatus,Simoselaps semifasciatus,species,Brachyurophis_semifasciatus;Brachyurophis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,snakes,Serpentes,Colubriformes,elongate-scaly,fossorial,2,australo_papuan
9946,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,4b063fc3536b1910586cc6608acc0222,Chlamydosaurus_kingii,Chlamydosaurus kingii,species,Chlamydosaurus_kingii;Chlamydosaurus;Agamidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Iguania,Agamidae,scaly,terrestrial,3,australo_papuan
9948,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,24a72d12755fb0d3f9ae3033407c4656,Ctenophorus_isolepis,Ctenophorus isolepis,species,Ctenophorus_isolepis;Ctenophorus;Agamidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Iguania,Agamidae,scaly,terrestrial,3,australo_papuan
9947,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,e03dc22160cae074e89d0e920e93647a,Ctenophorus_nuchalis,Ctenophorus inermis,species,Ctenophorus_nuchalis;Ctenophorus;Agamidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Iguania,Agamidae,scaly,terrestrial,3,australo_papuan
9953,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,fdfc2147135e5d0f19d12756fc8beb08,Ctenophorus_parviceps,Tympanocryptis parviceps,species,Ctenophorus_parviceps;Ctenophorus;Agamidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Iguania,Agamidae,scaly,terrestrial,3,australo_papuan
9949,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,bf1ddcf442fe2e7bc6f41931efdc0f4c,Ctenophorus_reticulatus,Ctenophorus reticulatus,species,Ctenophorus_reticulatus;Ctenophorus;Agamidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Iguania,Agamidae,scaly,terrestrial,3,australo_papuan
9960,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,fe14f78c3fe8439a3351b8695c10dc04,Ctenotus,Ctenotus,genus,Ctenotus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9961,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,f5b872cee90d7c0a10087ec7906d3bed,Ctenotus_brooksi,Ctenotus c. brooksi,species,Ctenotus_brooksi;Ctenotus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9966,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,eba70e4e022c449f24a5da1fac35ada0,Cyclodomorphus_branchialis,Tiliqua branchialis,species,Cyclodomorphus_branchialis;Cyclodomorphus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Scincomorpha,Scincidae,scaly,terrestrial,3,australo_papuan
9994,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,b18876bfcab6f05ec04d66093f56d2bc,Dasyuridae,Dasyurid,family,Dasyuridae;Dasyuromorphia;Mammalia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,mammals,Dasyuromorphia,Marsupialia,hairy-bulky,terrestrial,3,australo_papuan
9957,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,1c08f1a2f50ba1ebe62df9b792565367,Delma,Delma,genus,Delma;Pygopodidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Gekkota,Pygopodoidea,elongate-scaly,terrestrial,2,australo_papuan
9977,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,75ae24005d0e72511e3c721af8b05507,Demansia,Demansia,genus,Demansia;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,snakes,Serpentes,Colubriformes,elongate-scaly,terrestrial,2,australo_papuan
9978,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,4882009991e95d0a6dc54c2e0f2b3c7c,Demansia_psammophis,Demansia psammophis,species,Demansia_psammophis;Demansia;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,snakes,Serpentes,Colubriformes,elongate-scaly,terrestrial,2,australo_papuan
9979,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,4c0d9e59f97cfbd2249687d52708f3be,Demansia_psammophis_cupreiceps,Demansia reticulata,infraspecies,Demansia_psammophis_cupreiceps;Demansia_psammophis;Demansia;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,snakes,Serpentes,Colubriformes,elongate-scaly,terrestrial,2,australo_papuan
9976,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,18585335bf7cb257a151df6a981d4c12,Elapidae,Elapidae,family,Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,snakes,Serpentes,Colubriformes,elongate-scaly,terrestrial,2,australo_papuan
9980,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,9826e6db89840f277775ac8f9f0646f8,Elapognathus_coronatus,Drysdalia coronata,species,Elapognathus_coronatus;Elapognathus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,snakes,Serpentes,Colubriformes,elongate-scaly,terrestrial,2,australo_papuan
9964,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,6305f5748ecae70bce1685148920f520,Eremiascincus_douglasi,Sphenomorphus douglasi,species,Eremiascincus_douglasi;Eremiascincus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Scincomorpha,Scincidae,scaly,fossorial,3,australo_papuan
9965,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,1048265d5f885977e1667513ddb7c1b9,Eremiascincus_isolepis,Sphenomorphus isolepis,species,Eremiascincus_isolepis;Eremiascincus;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Scincomorpha,Scincidae,scaly,fossorial,3,australo_papuan
9962,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,9fef3a59439700c527064d8ec46dec55,Lerista,Lerista,genus,Lerista;Scincidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Scincomorpha,Scincidae,elongate-scaly,fossorial,2,australo_papuan
9939,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,69774b189ff42e9846eeb49439402cce,Limnodynastes_convexiusculus,Limnodynastes convexiusculus,species,Limnodynastes_convexiusculus;Limnodynastes;Limnodynastidae;Anura;Amphibia;Chordata;Animalia,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Limnodynastidae,slippery,terrestrial,4,australo_papuan
9940,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,0c87002b94060eabc6e1b806344bce00,Limnodynastes_dorsalis,Limnodynastes dorsalis,species,Limnodynastes_dorsalis;Limnodynastes;Limnodynastidae;Anura;Amphibia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Limnodynastidae,slippery,terrestrial,4,australo_papuan
9941,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,6de0a17979f586d42b72963a02d7c39f,Limnodynastes_salmini,Limnodynastes salmini,species,Limnodynastes_salmini;Limnodynastes;Limnodynastidae;Anura;Amphibia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Limnodynastidae,slippery,terrestrial,4,australo_papuan
9942,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,289b6d92c95c1eb3d8f73f1d34864ea7,Limnodynastes_tasmaniensis,Limnodynastes tasmaniensis,species,Limnodynastes_tasmaniensis;Limnodynastes;Limnodynastidae;Anura;Amphibia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Limnodynastidae,slippery,terrestrial,4,australo_papuan
9934,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,b8e957ca7c92f71c4ce1d0570af4a43b,Litoria,Cyclorana,genus,Litoria;Hylidae;Anura;Amphibia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Hylidae,slippery,terrestrial,4,australo_papuan
9935,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,151fc5778f2c4a73473813c773a201f8,Litoria_australis,Cyclorana australis,species,Litoria_australis;Litoria;Hylidae;Anura;Amphibia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Hylidae,slippery,terrestrial,4,australo_papuan
9936,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,681981d0938a96207cc83f8d37f8de89,Litoria_caerulea,Litoria caerulea,species,Litoria_caerulea;Litoria;Hylidae;Anura;Amphibia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Hylidae,slippery,terrestrial,4,australo_papuan
9937,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,09389f7a3176fc41e6cbe3b2cdb2f3d5,Litoria_rothii,Litoria rothii,species,Litoria_rothii;Litoria;Hylidae;Anura;Amphibia;Chordata;Animalia,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Hylidae,slippery,arboreal,4,australo_papuan
9991,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,acd9c48f537cbed3d847d0e31febc061,Mammalia,Mammals,class,Mammalia;Chordata;Animalia,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,mammals,Mammalia,Mammalia,hairy-bulky,terrestrial,3,australo_papuan
9992,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,6b43fe83348ec1238dc9cb65a1c904ae,Mus_musculus,Mus (Mus) musculus,species,Mus_musculus;Mus;Muridae;Muroidea;Rodentia;Mammalia;Chordata;Animalia,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,mammals,Rodentia,Muroidea,hairy-bulky,terrestrial,3,australo_papuan
9938,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,81536b5744f775c340472b7270c52765,Myobatrachidae,Myobatrachidae,family,Myobatrachidae;Anura;Amphibia;Chordata;Animalia,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Myobatrachidae,slippery,terrestrial,4,australo_papuan
9943,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,a08f1359dde144ee8da84674a3219b3d,Neobatrachus_pictus,Neobatrachus pictus,species,Neobatrachus_pictus;Neobatrachus;Limnodynastidae;Anura;Amphibia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,amphibians,Anura,Limnodynastidae,slippery,terrestrial,4,australo_papuan
9955,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,e970a6042536c6530f6617b1822a53cd,Nephrurus_levis,Nephrurus levis,species,Nephrurus_levis;Nephrurus;Carphodactylidae;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,lizards,Gekkota,Pygopodoidea,scaly,terrestrial,3,australo_papuan
9932,Pseudechis_australis,Pseudechis australis,species,Pseudechis_australis;Pseudechis;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,82f59c26c85bd3df70339374fc356eb9,Orthoptera,Grasshopper,order,Orthoptera;Insecta;Arthropoda;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). 1987. Copeia 1987(3): 551-563,invertebrates,Orthoptera,Orthoptera,soft-bodied,terrestrial,2,australo_papuan
